0.0089902,0.000983647,6.28453,
1.30806,0.332023,4.75492,
-0.103691,1.78058,5.55896,
0.421696,-2.10086,5.06163,
1.10623,1.92119,5.11799,
0.356228,-2.16627,5.11342,
1.22142,1.87384,5.07954,
0.360674,-2.18839,5.11498,
1.22941,1.86662,5.07758,
0.365339,-2.19322,5.11365,
1.22923,1.86608,5.07796,
0.366861,-2.19401,5.11315,
1.22637,1.86625,5.07855,
0.363025,-2.19352,5.11397,
1.22527,1.85902,5.07775,
0.359383,-2.20267,5.11499,
1.22288,1.85546,5.07834,
0.355647,-2.22088,5.11662,
1.22437,1.83006,5.07528,
0.358678,-2.23193,5.11467,
1.29361,1.86488,5.07206,
0.404646,-2.1932,5.09954,
1.20957,1.88477,5.08515,
0.350056,-2.19324,5.11777,
1.21778,1.85547,5.07846,
0.346539,-2.21754,5.11888,
1.21757,1.83229,5.07677,
0.360173,-2.22908,5.11458,
1.21572,1.83062,5.07782,
0.48225,-2.19296,5.0865,
1.24948,1.9026,5.07517,
0.346581,-2.15172,5.11881,
1.21431,1.89047,5.08134,
0.337002,-2.16843,5.12112,
1.20871,1.88349,5.08276,
0.348835,-2.17285,5.11786,
1.21698,1.86316,5.07835,
0.340031,-2.19918,5.12007,
1.21556,1.83438,5.07642,
0.343108,-2.22958,5.11886,
1.2087,1.82484,5.07864,
0.482555,-2.19338,5.08612,
1.24689,1.90469,5.07611,
0.345869,-2.14899,5.11883,
1.21507,1.88819,5.08078,
0.336359,-2.17228,5.12143,
1.21724,1.87847,5.08093,
0.344745,-2.1779,5.11819,
1.21199,1.85969,5.07955,
0.33991,-2.20261,5.11981,
1.21231,1.83543,5.07755,
0.34269,-2.22736,5.1187,
1.20656,1.82773,5.07944,
0.470127,-2.19453,5.08896,
1.24258,1.89938,5.07663,
0.341801,-2.17255,5.1209,
1.2144,1.87475,5.08001,
0.338579,-2.18205,5.12016,
1.21157,1.85797,5.0796,
0.341665,-2.20302,5.11922,
1.20797,1.85124,5.08077,
0.342674,-2.22449,5.11952,
1.21259,1.82394,5.07713,
0.46802,-2.19635,5.08948,
1.23939,1.89799,5.07707,
0.338073,-2.17391,5.12173,
1.21047,1.87276,5.08063,
0.334904,-2.18366,5.12089,
1.20814,1.85137,5.07945,
0.336482,-2.21056,5.12043,
1.20336,1.84239,5.08093,
0.340227,-2.23337,5.11996,
1.21742,1.81478,5.07596,
0.350421,-2.24675,5.11586,
1.29066,1.86729,5.07502,
0.40624,-2.18595,5.09749,
1.20084,1.88234,5.08648,
0.342005,-2.18111,5.11847,
1.20204,1.87308,5.0838,
0.335217,-2.20081,5.1215,
1.21549,1.84522,5.07835,
0.343374,-2.2138,5.11803,
1.2018,1.8433,5.08178,
0.339681,-2.23255,5.11981,
1.20675,1.81615,5.07792,
0.344024,-2.24449,5.11753,
0.8953,1.87519,5.13604,
0.208301,-2.14012,5.15605,
1.1818,1.88432,5.08881,
0.769659,-2.2198,5.03771,
1.42233,1.87194,5.02331,
0.341631,-2.18203,5.12755,
1.24321,1.84329,5.06711,
0.3319,-2.216,5.12313,
1.20954,1.83588,5.07851,
0.0161522,-2.15221,5.17841,
1.02208,1.87766,5.13772,
0.349254,-2.17111,5.11058,
1.19161,1.89289,5.09139,
0.348014,-2.18269,5.11739,
1.21037,1.86571,5.08108,
0.342264,-2.19299,5.11882,
1.21101,1.84701,5.07899,
0.77887,-2.25393,5.03497,
1.42796,1.82422,5.01708,
0.338051,-2.23728,5.12734,
1.23385,1.80694,5.06782,
0.035638,-2.1706,5.1744,
1.04001,1.86936,5.13361,
0.36007,-2.18047,5.10771,
1.19329,1.87309,5.08843,
0.352248,-2.19088,5.11569,
1.21063,1.86461,5.08173,
0.34621,-2.21182,5.11892,
1.21726,1.83607,5.077,
0.349933,-2.22441,5.11674,
1.29216,1.87047,5.07297,
0.407001,-2.18732,5.09912,
1.22034,1.8705,5.08062,
0.355666,-2.19669,5.11597,
1.21933,1.85851,5.079,
0.352343,-2.21417,5.11732,
1.2218,1.83733,5.07649,
0.356694,-2.22369,5.11517,
1.22468,1.83532,5.07709,
0.495902,-2.19024,5.08344,
1.26241,1.907,5.07307,
0.358937,-2.14896,5.11631,
1.22871,1.89402,5.07872,
0.350198,-2.16675,5.11848,
1.23214,1.86253,5.07486,
0.353238,-2.20279,5.11762,
1.23403,1.85037,5.0754,
0.363987,-2.21014,5.11348,
1.22795,1.83549,5.07508,
0.362311,-2.2301,5.11426,
1.22482,1.82827,5.07593,
0.500448,-2.19773,5.08279,
1.2695,1.89984,5.07102,
0.366148,-2.15718,5.11462,
1.23682,1.88266,5.07597,
0.357327,-2.18101,5.1169,
1.23081,1.87322,5.07744,
0.37033,-2.18672,5.11312,
1.23643,1.8586,5.07455,
0.362323,-2.20538,5.11494,
1.23682,1.83206,5.07218,
0.365462,-2.23534,5.11403,
1.23131,1.82238,5.07396,
0.504335,-2.20072,5.08162,
1.27072,1.8994,5.071,
0.369402,-2.15792,5.11375,
1.22294,1.86386,5.07492,
0.347843,-2.20503,5.12043,
1.31615,1.87784,5.0671,
0.418676,-2.18132,5.09778,
1.23365,1.89639,5.08082,
0.36884,-2.18317,5.11429,
1.24092,1.86741,5.07457,
0.368262,-2.19447,5.1136,
1.24004,1.84989,5.07335,
0.369251,-2.21551,5.11324,
1.24359,1.84272,5.07346,
0.373532,-2.2379,5.11252,
1.23942,1.81594,5.07132,
0.374743,-2.2492,5.11106,
1.32937,1.86794,5.06779,
0.442105,-2.18958,5.08965,
1.2306,1.89849,5.08288,
0.373484,-2.18219,5.11272,
1.24905,1.86963,5.07377,
0.373695,-2.19331,5.11211,
1.23714,1.86663,5.07624,
0.368904,-2.21221,5.11426,
1.24221,1.83921,5.07222,
0.372,-2.23803,5.11326,
1.24258,1.81601,5.07068,
0.378333,-2.24897,5.11025,
1.33189,1.86501,5.06673,
0.448646,-2.19444,5.08863,
1.2329,1.89378,5.08153,
0.373932,-2.16966,5.1114,
1.2393,1.87146,5.07525,
0.366503,-2.19498,5.11444,
1.23723,1.86092,5.07536,
0.367359,-2.21796,5.11467,
1.24122,1.83318,5.0719,
0.370088,-2.24466,5.1136,
1.2399,1.80919,5.07073,
0.376685,-2.25595,5.11051,
1.24136,1.8072,5.07195,
0.508937,-2.21682,5.0796,
1.27052,1.88601,5.07063,
0.37354,-2.19122,5.11356,
1.24315,1.8618,5.0735,
0.368761,-2.20016,5.11342,
1.24121,1.84032,5.07214,
0.369978,-2.22698,5.11313,
1.23644,1.83131,5.07356,
0.503028,-2.19569,5.08232,
1.27153,1.902,5.07068,
0.366914,-2.15514,5.11458,
1.23858,1.88977,5.07657,
0.361679,-2.17254,5.11586,
1.24325,1.87171,5.07452,
0.372635,-2.19194,5.1129,
1.24228,1.86636,5.07501,
0.377338,-2.19392,5.11106,
1.24094,1.86803,5.0759,
0.378378,-2.1935,5.11073,
1.24105,1.86833,5.07592,
0.37856,-2.19219,5.11062,
1.24067,1.87017,5.0762,
0.378278,-2.19136,5.11078,
1.24112,1.87034,5.07602,
0.378089,-2.19126,5.11086,
1.2412,1.87033,5.07599,
0.378023,-2.19124,5.1109,
1.2412,1.87033,5.07599,
0.378015,-2.19125,5.1109,
1.24124,1.87032,5.07597,
0.378013,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.377997,-2.19123,5.11092,
1.24118,1.87031,5.07601,
0.378014,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378014,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.377995,-2.19124,5.1109,
1.24123,1.87032,5.07598,
0.378028,-2.19125,5.11089,
1.24122,1.87032,5.07598,
0.378016,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.377999,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.378014,-2.19125,5.11089,
1.24123,1.87032,5.07598,
0.378016,-2.19125,5.11089,
1.24123,1.87032,5.07598,
0.378016,-2.19125,5.11089,
1.24123,1.87032,5.07598,
0.378032,-2.19125,5.11088,
1.24122,1.87032,5.07598,
0.377997,-2.19125,5.1109,
1.24121,1.87032,5.076,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.377996,-2.19125,5.1109,
1.24125,1.87032,5.07597,
0.37803,-2.19126,5.11087,
1.24123,1.87032,5.07598,
0.378032,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378013,-2.19124,5.11089,
1.24123,1.87032,5.07597,
0.378032,-2.19126,5.11089,
1.2412,1.87031,5.076,
0.378016,-2.19124,5.1109,
1.24119,1.87033,5.07599,
0.378038,-2.19125,5.11088,
1.24123,1.87032,5.07599,
0.378013,-2.19125,5.1109,
1.24122,1.87032,5.07598,
0.378113,-2.19065,5.11083,
1.24094,1.87122,5.07617,
0.37798,-2.19025,5.11091,
1.24135,1.87065,5.07596,
0.377815,-2.19106,5.11098,
1.24136,1.87033,5.07592,
0.377955,-2.19123,5.11092,
1.24125,1.87031,5.07597,
0.378021,-2.19125,5.11089,
1.24125,1.87032,5.07597,
0.377979,-2.19124,5.11092,
1.24125,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.377997,-2.19125,5.1109,
1.24121,1.87032,5.076,
0.378029,-2.19125,5.11089,
1.24121,1.87033,5.07599,
0.378017,-2.19125,5.1109,
1.2412,1.87031,5.076,
0.378013,-2.19124,5.1109,
1.2412,1.87032,5.07599,
0.378014,-2.19124,5.1109,
1.24118,1.87031,5.07601,
0.378014,-2.19124,5.1109,
1.24118,1.87033,5.076,
0.378016,-2.19125,5.11089,
1.24122,1.87031,5.07599,
0.377977,-2.19124,5.11092,
1.24125,1.87032,5.07597,
0.378029,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378013,-2.19124,5.11089,
1.24124,1.87031,5.07597,
0.377994,-2.19124,5.1109,
1.24125,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378013,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.24118,1.87031,5.07601,
0.378013,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.37801,-2.19124,5.1109,
1.24118,1.87031,5.07601,
0.378015,-2.19125,5.11088,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.377998,-2.19124,5.1109,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.377998,-2.19124,5.1109,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.377998,-2.19124,5.1109,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.377998,-2.19124,5.1109,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.377998,-2.19124,5.1109,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.377998,-2.19124,5.1109,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.377998,-2.19124,5.1109,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.377998,-2.19124,5.1109,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
0.378015,-2.19124,5.11089,
1.2412,1.87031,5.076,
0.378009,-2.19124,5.1109,
1.2412,1.87032,5.076,
0.377998,-2.19124,5.1109,
1.24124,1.87032,5.07597,
0.37803,-2.19125,5.11088,
1.2412,1.87031,5.076,
0.378012,-2.19124,5.1109,
1.24122,1.87032,5.07598,
